Model,Function type,R square Mean,MAE mean,RMSE Mean,MSE Mean,Distance between stations
RBF,linear,0.7824164681879111,0.9436182580601795,0.15522596736539707,0.027064547345258337,131.75493920177826
RBF,thin_plate,0.7354852044497002,1.0261309999703487,0.16931914787164595,0.03305506110177572,131.75493920177826
RBF,cubic,0.6536699725785861,1.161600336075681,0.18966542392493818,0.0426449740266855,131.75493920177826
RBF,quintic,-0.11349765813239612,1.6847987372125734,0.2730296827297672,0.11045421326099578,131.75493920177826
RBF,multiquadric,-0.9125777536846333,2.331420879525922,0.3805268904002515,0.23894809877535522,131.75493920177826
RBF,inverse_multiquadric,0.17549147459953623,1.759613590987876,0.2815133501275232,0.1009243974974094,131.75493920177826
RBF,gaussian,-10595.024161284155,86.48042852122246,19.037137349070846,1256.293468797083,131.75493920177826
RBF,linear,0.7794165072337264,0.9524692425974707,0.15676194349090805,0.02739774341493881,98.81620440133369
RBF,thin_plate,0.7320008985375015,1.0359786940460332,0.17099984016461406,0.03344141124515168,98.81620440133369
RBF,cubic,0.6501346736422797,1.171455238717757,0.19126371670424716,0.04304333392041411,98.81620440133369
RBF,quintic,-0.11397477158727681,1.687980361923607,0.2734916288970669,0.11057850530431144,98.81620440133369
RBF,multiquadric,-1.0092555343061824,2.2601598119997774,0.37029926377173034,0.25907476164256693,98.81620440133369
RBF,inverse_multiquadric,0.1382512417413028,1.7379313210817322,0.2793437214065846,0.10760136099938145,98.81620440133369
RBF,gaussian,-1101.4090322386062,27.612869616467094,5.275717877139807,153.0248905542418,98.81620440133369
RBF,linear,0.7740962406507439,0.9655815667861384,0.15885721688153187,0.02798741242813816,105.40395136142261
RBF,thin_plate,0.7241575028850036,1.0524559827618665,0.17374494191533843,0.03425270405264894,105.40395136142261
RBF,cubic,0.6380519833816832,1.1936532899154606,0.194917231027159,0.044242275099035874,105.40395136142261
RBF,quintic,-0.12893662251802723,1.7269523585178308,0.27917180455804486,0.11236925277140528,105.40395136142261
RBF,multiquadric,-1.4079010929440834,2.459550450882344,0.4028864686336237,0.31043319516510937,105.40395136142261
RBF,inverse_multiquadric,-0.002076604557156416,1.8592714968961723,0.297937901484888,0.1253070653395881,105.40395136142261
RBF,gaussian,-794.9320548132251,24.31125162205597,4.7795964871081305,111.27695824417037,105.40395136142261
RBF,linear,0.7686153908746572,0.9787587101771354,0.1609328141620375,0.02856400250504714,111.99169832151152
RBF,thin_plate,0.7175255949838817,1.0689803286187964,0.17610606989620542,0.03493128613139966,111.99169832151152
RBF,cubic,0.6269026811119667,1.2181915126186458,0.19848607713862096,0.04535584977589,111.99169832151152
RBF,quintic,-0.17699930955498683,1.787607695751645,0.28930159460925237,0.11714346008540927,111.99169832151152
RBF,multiquadric,-2.1296098445569864,2.7086696527508347,0.4540327991191875,0.39315291680561676,111.99169832151152
RBF,inverse_multiquadric,-0.3669905266048162,2.066199093522872,0.3378210848353883,0.16668219217535296,111.99169832151152
RBF,gaussian,-434.32116596540266,19.947430680817174,3.935029918778718,60.23054649000534,111.99169832151152
RBF,linear,0.7510193005814312,1.0077346914490666,0.16673927119675402,0.030534312525839918,118.57944528160043
RBF,thin_plate,0.6956765387656307,1.1032278448514488,0.18275819909932628,0.037374715357460175,118.57944528160043
RBF,cubic,0.6008453398521617,1.2543486512900295,0.2053312085342186,0.04829490703236297,118.57944528160043
RBF,quintic,-0.22570730967002128,1.823267349868888,0.2958379003530486,0.12325854662178855,118.57944528160043
RBF,multiquadric,-2.0799385986649495,2.6620095737045824,0.44084113542410824,0.3784029660210906,118.57944528160043
RBF,inverse_multiquadric,-0.41108590558757635,2.038864880662838,0.33139442035181466,0.17442123213767446,118.57944528160043
RBF,gaussian,-184.30277443389366,14.585397157565422,2.8445203812312165,21.03594179051775,118.57944528160043
RBF,linear,0.7451430962616147,1.0174856185796868,0.16866218376071074,0.031094595581707036,125.16719224168934
RBF,thin_plate,0.687942908864411,1.113202839585599,0.18506910430180037,0.03812206418227252,125.16719224168934
RBF,cubic,0.5933756019319698,1.262835426918183,0.20732062457938472,0.04900186865508375,125.16719224168934
RBF,quintic,-0.21122947662285374,1.8344536387106596,0.29676682970749446,0.12101106627833899,125.16719224168934
RBF,multiquadric,-2.438855534116088,2.706067228063669,0.4657317802640911,0.41323485172889257,125.16719224168934
RBF,inverse_multiquadric,-0.46716821502062733,2.0643293618119034,0.342343484768436,0.18322154651317613,125.16719224168934
RBF,gaussian,-701.7542584138703,18.39757643446562,4.1797286971140215,71.24568988387956,125.16719224168934
RBF,linear,0.7291201233674063,1.0591587289360875,0.17412404822690075,0.03274628651029788,131.75493920177826
RBF,thin_plate,0.6665676941713181,1.1647197988785873,0.19173460034372242,0.04033336646350799,131.75493920177826
RBF,cubic,0.5591541316160211,1.333679052842006,0.2166446553278187,0.0525621092332328,131.75493920177826
RBF,quintic,-0.29357412628794627,1.9481001773175126,0.3126425411026068,0.12887630339126144,131.75493920177826
RBF,multiquadric,-0.6913035300761076,2.3688049663480193,0.38529314355041244,0.19615303506408766,131.75493920177826
RBF,inverse_multiquadric,0.10294432960939878,1.8739009406389955,0.29944023631899147,0.10899455204752571,131.75493920177826
RBF,gaussian,-162.30669026334778,10.425217086984391,2.3737107113446667,18.575722673219907,131.75493920177826
RBF,linear,0.7253669361124486,1.0712046152449757,0.17570707797209167,0.03318281631243616,138.34268616186716
RBF,thin_plate,0.663727567110497,1.175946706690452,0.1930286660172252,0.0406643061182085,138.34268616186716
RBF,cubic,0.5589499744985801,1.3428123520653654,0.21716245310720658,0.05257802330809185,138.34268616186716
RBF,quintic,-0.21710688397321687,1.9126868224453868,0.30452061564001476,0.1222500163916172,138.34268616186716
RBF,multiquadric,-0.5939951762428018,2.262748935497552,0.36719298153662827,0.18560632766298477,138.34268616186716
RBF,inverse_multiquadric,0.2043168026875081,1.7861201352418126,0.2850952745949432,0.09725367685311698,138.34268616186716
RBF,gaussian,-38.04907068738198,6.898587189203587,1.2970196499807047,4.380510505775665,138.34268616186716
RBF,linear,0.7209041148436844,1.088760575224318,0.17574943773733373,0.03296088111967409,144.9304331219561
RBF,thin_plate,0.6625482770814312,1.1953452542504557,0.1918391787177248,0.039731437532613885,144.9304331219561
RBF,cubic,0.5527794202718258,1.3765036015165504,0.21661076854505362,0.05199678930549476,144.9304331219561
RBF,quintic,-0.42277584835391757,2.0927176178636273,0.32402971648259143,0.14161234892685665,144.9304331219561
RBF,multiquadric,-0.7756791068342919,2.2933708659550733,0.36052033173158693,0.1911468135117063,144.9304331219561
RBF,inverse_multiquadric,0.136581541919932,1.8084605792706627,0.28105245116053695,0.09969752379476328,144.9304331219561
RBF,gaussian,-25.623655643423216,5.729912635547714,1.0351107995731048,2.6162320383600535,144.9304331219561
RBF,linear,0.7011851833172733,1.1367369361023847,0.18120502995033053,0.03482269679131247,151.51818008204498
RBF,thin_plate,0.6306238969489386,1.2643715552602202,0.19981126491530693,0.042747616671261986,151.51818008204498
RBF,cubic,0.4605801030941025,1.5186242084319201,0.23572689874944908,0.06121856882450589,151.51818008204498
RBF,quintic,-1.0713608852555188,2.524895348423769,0.396812955312411,0.21162418437177064,151.51818008204498
RBF,multiquadric,-1.9266592573388095,2.7235354899591924,0.43718751812753576,0.3168211529825866,151.51818008204498
RBF,inverse_multiquadric,-0.255862367389792,2.0264239737786927,0.3189020479023878,0.14312951007284805,151.51818008204498
RBF,gaussian,-34.95325204274787,6.472785054268574,1.22799701440237,3.803265460796949,151.51818008204498
RBF,linear,0.690496641177359,1.1610334244977687,0.1843589878475606,0.0358896420747801,158.1059270421339
RBF,thin_plate,0.6231777844522385,1.2855720811628228,0.2019930276295572,0.04338505309504479,158.1059270421339
RBF,cubic,0.471287866750057,1.5260033839552885,0.234711517282929,0.059691492716848926,158.1059270421339
RBF,quintic,-1.0897663994811477,2.6156837743084265,0.4047556672695962,0.20643848620986055,158.1059270421339
RBF,multiquadric,-0.6099359898310299,2.4013930846830984,0.3736298134765673,0.16953146942308295,158.1059270421339
RBF,inverse_multiquadric,0.19109160909940012,1.8407989624476044,0.28445389455164877,0.09282105497887903,158.1059270421339
RBF,gaussian,-12.822372215842686,4.851179653047501,0.8205217099357468,1.1370012053296659,158.1059270421339
RBF,linear,0.6699383382678258,1.2066194874307818,0.1905112535801899,0.03802447506704173,164.69367400222282
RBF,thin_plate,0.6018644801402632,1.3214131966405358,0.20830312388170807,0.04567861748831878,164.69367400222282
RBF,cubic,0.4481550791837558,1.5570134562596956,0.2412398562529789,0.062203935388746384,164.69367400222282
RBF,quintic,-0.9927752172253614,2.620493853464569,0.4031602233334581,0.19772649812831428,164.69367400222282
RBF,multiquadric,-0.8444594353244417,2.5909041856915263,0.40198797428427513,0.18926748867975804,164.69367400222282
RBF,inverse_multiquadric,0.1221954319874185,1.9396310915250081,0.2978866637400898,0.09772189969774943,164.69367400222282
RBF,gaussian,-13.734184874887704,5.1329283228505735,0.8803454600027006,1.2275647612988998,164.69367400222282
RBF,linear,0.6584997954747704,1.2297230340374343,0.19394106755063587,0.03944008654006992,171.28142096231173
RBF,thin_plate,0.5829332113766622,1.359175872495999,0.2136478843903486,0.048117449842987575,171.28142096231173
RBF,cubic,0.44595723356914163,1.5805039947526678,0.24364440022720285,0.06330840119578826,171.28142096231173
RBF,quintic,-0.444790320238994,2.370101083753132,0.35785622042970555,0.14908470437956403,171.28142096231173
RBF,multiquadric,-0.13481519661847297,2.251837539123612,0.33743372062231086,0.1280898410118997,171.28142096231173
RBF,inverse_multiquadric,0.32487845948940647,1.784125289055095,0.27064302522829375,0.08073147327223124,171.28142096231173
RBF,gaussian,-2.8067414351004483,3.8190896993647834,0.5773199475564847,0.4041337759169972,171.28142096231173
RBF,linear,0.6200471083584203,1.312600215165716,0.20411105813768993,0.04353561089143761,177.86916792240066
RBF,thin_plate,0.518059899231612,1.462801866786171,0.22800322754674826,0.05450932918659074,177.86916792240066
RBF,cubic,0.32499966002891656,1.736863249700469,0.2655354597750192,0.07459909821258551,177.86916792240066
RBF,quintic,-1.194422340273307,2.949923550688196,0.44112807389991837,0.22536650070401218,177.86916792240066
RBF,multiquadric,-0.5615831229446384,2.6398133933428447,0.39776089427483136,0.17101514988727898,177.86916792240066
RBF,inverse_multiquadric,0.23009690828097762,1.9261667415447417,0.29074114870434414,0.08908144514402737,177.86916792240066
RBF,gaussian,-5.088191603514223,4.459616354415475,0.736872162955512,0.6315622320936152,177.86916792240066
RBF,linear,0.5823208106417284,1.4000788288970565,0.2139612817887041,0.04776307759735173,184.45691488248954
RBF,thin_plate,0.4692704476355417,1.578840848377316,0.23959615480378685,0.06022352886101026,184.45691488248954
RBF,cubic,0.25766556578564637,1.891448616614003,0.2798334751371785,0.08290601192528418,184.45691488248954
RBF,quintic,-1.4812179780145007,3.2911106505373953,0.47332184206336186,0.25697196999329797,184.45691488248954
RBF,multiquadric,-0.878601269869819,2.963181523528759,0.4343100883498709,0.2019676165263919,184.45691488248954
RBF,inverse_multiquadric,0.18174290510893595,2.0509260504640334,0.2990022325383592,0.09328843638169011,184.45691488248954
RBF,gaussian,-8.399945710373554,4.817724374834352,0.8807303310965906,0.9463780904608498,184.45691488248954
RBF,linear,0.5719306725394754,1.4360175636102939,0.21711597285507694,0.04919240386260863,191.04466184257848
RBF,thin_plate,0.43715751873941816,1.6562158363637391,0.24725572543409918,0.06434915457928897,191.04466184257848
RBF,cubic,0.12993628794081288,2.07416806513227,0.30227302078726265,0.09889510946539229,191.04466184257848
RBF,quintic,-5.023856881894652,4.502995024766391,0.6967926240598489,0.6777847301821094,191.04466184257848
RBF,multiquadric,-4.092486230851089,4.103871948105447,0.6646232589754808,0.5980089490748088,191.04466184257848
RBF,inverse_multiquadric,-0.044593891889932666,2.3060355776551185,0.33792294226107017,0.12460828273316564,191.04466184257848
RBF,gaussian,-15.412104268907054,6.140586154350893,1.150812818825848,2.022607660908449,191.04466184257848
RBF,linear,0.5475988171424441,1.4982102368197903,0.2230587004364937,0.05168743756867032,197.63240880266738
RBF,thin_plate,0.3918004737097654,1.7565661839975333,0.2569283102362722,0.06897382033962896,197.63240880266738
RBF,cubic,-0.06931538252393739,2.3300916553581503,0.3330311648585858,0.11893495941896866,197.63240880266738
RBF,quintic,-14.485499251737329,6.768430475319941,1.0693343804752313,1.6875159539802544,197.63240880266738
RBF,multiquadric,-10.913970450375821,6.0485441906109,0.987443856988194,1.3404617553039146,197.63240880266738
RBF,inverse_multiquadric,-0.5247841641020476,2.762178744182891,0.40398103329651436,0.1776050130071069,197.63240880266738
RBF,gaussian,-25.069698983357316,7.558747841497879,1.4235400277989718,3.139912974628273,197.63240880266738
